2814 // (40,20) 

2908 // (41,8) 
5321 // (83,33) 
0F40 // (15,64) 

2E12 // (46,18) 
442D // (68,45) 
655A // (101,90) 
1459 // (20,89) 
416A // (65,106) 

5E04 // (94,4) 

6269 // (98,105) 
3532 // (53,50) 
325F // (50,95) 

6B26 // (107,38) 
0279 // (2,121) 
3C0F // (60,15) 
533A // (83,58) 
0059 // (0,89) 
3F2F // (63,47) 

2F13 // (47,19) 
5D4F // (93,79) 
082E // (8,46) 
4A2A // (74,42) 
0057 // (0,87) 
464D // (70,77) 
717F // (113,127) 

0122 // (1,34) 
5B6F // (91,111) 
1A5F // (26,95) 
4C31 // (76,49) 
764F // (118,79) 

0A65 // (10,101) 
4729 // (71,41) 
574A // (87,74) 

1B05 // (27,5) 
1050 // (16,80) 
701A // (112,26) 
422A // (66,42) 

4D23 // (77,35) 
2067 // (32,103) 
0C1A // (12,26) 
2F18 // (47,24) 
371C // (55,28) 
7C69 // (124,105) 
6079 // (96,121) 

2D47 // (45,71) 
4F2E // (79,46) 
480C // (72,12) 
6625 // (102,37) 

2840 // (40,64) 
1E45 // (30,69) 
7E15 // (126,21) 
605D // (96,93) 

342E // (52,46) 

3F4B // (63,75) 
313B // (49,59) 
2C1F // (44,31) 
6477 // (100,119) 
316A // (49,106) 
2E02 // (46,2) 

4145 // (65,69) 
2840 // (40,64) 

4337 // (67,55) 
423D // (66,61) 
027A // (2,122) 
341F // (52,31) 

2110 // (33,16) 
5737 // (87,55) 
285D // (40,93) 
4E51 // (78,81) 
0354 // (3,84) 
6A54 // (106,84) 

544C // (84,76) 
282C // (40,44) 
5530 // (85,48) 
297A // (41,122) 
002A // (0,42) 
5756 // (87,86) 

2949 // (41,73) 
7800 // (120,0) 

3555 // (53,85) 
1F54 // (31,84) 
2416 // (36,22) 
6A52 // (106,82) 
650A // (101,10) 
327F // (50,127) 

5E07 // (94,7) 
5E42 // (94,66) 
1A3E // (26,62) 

4D2E // (77,46) 
2A30 // (42,48) 
286D // (40,109) 
2951 // (41,81) 
316A // (49,106) 
3A2A // (58,42) 

3712 // (55,18) 
7558 // (117,88) 
055A // (5,90) 
4C3E // (76,62) 
3501 // (53,1) 
6479 // (100,121) 
547D // (84,125) 

7D78 // (125,120) 
6720 // (103,32) 
2B69 // (43,105) 
2A04 // (42,4) 

2348 // (35,72) 

1023 // (16,35) 
3F43 // (63,67) 
4C3C // (76,60) 
6A5D // (106,93) 
3678 // (54,120) 
1E06 // (30,6) 

1916 // (25,22) 
6F1E // (111,30) 
3F79 // (63,121) 
7973 // (121,115) 

162A // (22,42) 
5606 // (86,6) 
2555 // (37,85) 
5664 // (86,100) 

2A37 // (42,55) 
783E // (120,62) 
3677 // (54,119) 
4D2E // (77,46) 
5915 // (89,21) 
050B // (5,11) 
787F // (120,127) 

4B3C // (75,60) 

6739 // (103,57) 
7A74 // (122,116) 
316C // (49,108) 
2821 // (40,33) 

3549 // (53,73) 
782E // (120,46) 
613D // (97,61) 
0556 // (5,86) 

3967 // (57,103) 

5458 // (84,88) 
6F29 // (111,41) 
4470 // (68,112) 

4965 // (73,101) 
3F26 // (63,38) 

433B // (67,59) 
3B46 // (59,70) 
6A67 // (106,103) 
0F1D // (15,29) 

1831 // (24,49) 
6254 // (98,84) 
3871 // (56,113) 

355C // (53,92) 
2F31 // (47,49) 
027F // (2,127) 
2811 // (40,17) 
2B2B // (43,43) 

5767 // (87,103) 
2A15 // (42,21) 
7D03 // (125,3) 
0F46 // (15,70) 

5C5C // (92,92) 
4878 // (72,120) 
3401 // (52,1) 
062D // (6,45) 
2B73 // (43,115) 
5519 // (85,25) 

241E // (36,30) 
7429 // (116,41) 
336D // (51,109) 
2D1C // (45,28) 
5427 // (84,39) 

2C71 // (44,113) 
7C2E // (124,46) 
051B // (5,27) 
3B62 // (59,98) 

7D0A // (125,10) 
0452 // (4,82) 
3302 // (51,2) 
454D // (69,77) 

0109 // (1,9) 
693E // (105,62) 
0F65 // (15,101) 
7B54 // (123,84) 
057E // (5,126) 
2069 // (32,105) 

2E74 // (46,116) 
3333 // (51,51) 
054E // (5,78) 
0008 // (0,8) 
017B // (1,123) 
6D50 // (109,80) 

3E1D // (62,29) 
5C79 // (92,121) 
4E3F // (78,63) 
134A // (19,74) 
1701 // (23,1) 

3825 // (56,37) 
533D // (83,61) 
5649 // (86,73) 
5641 // (86,65) 
3235 // (50,53) 

640A // (100,10) 
3B4B // (59,75) 
6A47 // (106,71) 

175C // (23,92) 
5453 // (84,83) 
1F16 // (31,22) 
450B // (69,11) 
3976 // (57,118) 
0216 // (2,22) 

332D // (51,45) 
3671 // (54,113) 
4F31 // (79,49) 
795C // (121,92) 
5F46 // (95,70) 
2F3F // (47,63) 

6727 // (103,39) 
3C41 // (60,65) 
7B50 // (123,80) 
4C3C // (76,60) 
542F // (84,47) 
0612 // (6,18) 

4058 // (64,88) 
6A28 // (106,40) 
1A7F // (26,127) 

034B // (3,75) 
7B20 // (123,32) 
3856 // (56,86) 
6C7C // (108,124) 

401F // (64,31) 
347C // (52,124) 
5018 // (80,24) 
2A6B // (42,107) 
5662 // (86,98) 
4437 // (68,55) 

157C // (21,124) 
0B49 // (11,73) 
5208 // (82,8) 
504E // (80,78) 
553A // (85,58) 

4735 // (71,53) 
1445 // (20,69) 
5571 // (85,113) 
4573 // (69,115) 

1872 // (24,114) 
706E // (112,110) 
5619 // (86,25) 
0041 // (0,65) 
7E58 // (126,88) 

5623 // (86,35) 
0D2A // (13,42) 
765F // (118,95) 
4B7E // (75,126) 
0501 // (5,1) 
3200 // (50,0) 
6034 // (96,52) 

3947 // (57,71) 
2E76 // (46,118) 
6173 // (97,115) 
7B3D // (123,61) 
7E5D // (126,93) 
7765 // (119,101) 

484E // (72,78) 
2E50 // (46,80) 

0251 // (2,81) 
3C3F // (60,63) 
6220 // (98,32) 

7279 // (114,121) 
2B47 // (43,71) 
222C // (34,44) 
4634 // (70,52) 
3B1F // (59,31) 
5936 // (89,54) 

6230 // (98,48) 
0420 // (4,32) 
4C40 // (76,64) 
365A // (54,90) 
1D4F // (29,79) 
1F67 // (31,103) 
4032 // (64,50) 

3E56 // (62,86) 
4A19 // (74,25) 

7E48 // (126,72) 
3317 // (51,23) 
2F75 // (47,117) 
392E // (57,46) 
492F // (73,47) 
512A // (81,42) 

676F // (103,111) 
0E26 // (14,38) 
453F // (69,63) 
2C41 // (44,65) 

2118 // (33,24) 
3344 // (51,68) 
024B // (2,75) 
2F4E // (47,78) 
7315 // (115,21) 

262C // (38,44) 
0A01 // (10,1) 
7229 // (114,41) 
7C4F // (124,79) 
0051 // (0,81) 

7862 // (120,98) 
222B // (34,43) 
7F31 // (127,49) 

3741 // (55,65) 
0135 // (1,53) 
2676 // (38,118) 

581E // (88,30) 
7F1F // (127,31) 
314B // (49,75) 
2C13 // (44,19) 
6A35 // (106,53) 
7D64 // (125,100) 
296E // (41,110) 

2C1E // (44,30) 
591D // (89,29) 
524C // (82,76) 
1C29 // (28,41) 

4150 // (65,80) 
1715 // (23,21) 

246B // (36,107) 
7D53 // (125,83) 
4038 // (64,56) 
5507 // (85,7) 
6B13 // (107,19) 
273F // (39,63) 

3844 // (56,68) 
7918 // (121,24) 
5544 // (85,68) 
512D // (81,45) 
4671 // (70,113) 
2716 // (39,22) 
6E48 // (110,72) 
6D74 // (109,116) 

7C64 // (124,100) 
022A // (2,42) 
3B16 // (59,22) 
3024 // (48,36) 
3B50 // (59,80) 
317E // (49,126) 

5B77 // (91,119) 
0356 // (3,86) 
3E03 // (62,3) 
2C02 // (44,2) 
5236 // (82,54) 

2A58 // (42,88) 
1952 // (25,82) 
753B // (117,59) 

0170 // (1,112) 
257D // (37,125) 
6722 // (103,34) 

7A00 // (122,0) 
0A40 // (10,64) 
7C3C // (124,60) 

552D // (85,45) 
7E40 // (126,64) 
383C // (56,60) 
204A // (32,74) 
0E30 // (14,48) 
072D // (7,45) 

7B3F // (123,63) 
2C1F // (44,31) 
6679 // (102,121) 
4278 // (66,120) 
664C // (102,76) 
4A26 // (74,38) 
1B17 // (27,23) 

4E41 // (78,65) 
3C2C // (60,44) 
1E7A // (30,122) 
6A35 // (106,53) 
2911 // (41,17) 

7904 // (121,4) 

6B6E // (107,110) 
5B03 // (91,3) 

1237 // (18,55) 

4B04 // (75,4) 
1F29 // (31,41) 
4E73 // (78,115) 

7B1F // (123,31) 
1C43 // (28,67) 
0602 // (6,2) 
4A12 // (74,18) 
5252 // (82,82) 
611A // (97,26) 

5A26 // (90,38) 
5A7E // (90,126) 
587F // (88,127) 
3950 // (57,80) 
0234 // (2,52) 
6864 // (104,100) 
6B39 // (107,57) 
3617 // (54,23) 

1D4F // (29,79) 
250B // (37,11) 
326A // (50,106) 
6C56 // (108,86) 
502C // (80,44) 

4C09 // (76,9) 
2743 // (39,67) 
5147 // (81,71) 
503D // (80,61) 
0B59 // (11,89) 

7417 // (116,23) 
305F // (48,95) 
1931 // (25,49) 
2E3E // (46,62) 
7E44 // (126,68) 
4C56 // (76,86) 

6455 // (100,85) 
5B18 // (91,24) 
203C // (32,60) 
4253 // (66,83) 
4436 // (68,54) 
530D // (83,13) 

4010 // (64,16) 
1D30 // (29,48) 
5D27 // (93,39) 
006F // (0,111) 

1F4F // (31,79) 
0666 // (6,102) 
2D3D // (45,61) 
525F // (82,95) 
0B20 // (11,32) 

1A7E // (26,126) 
790F // (121,15) 

1607 // (22,7) 
631A // (99,26) 
345D // (52,93) 
7B53 // (123,83) 

3A6E // (58,110) 
642E // (100,46) 
7245 // (114,69) 
2A11 // (42,17) 
7F03 // (127,3) 

0878 // (8,120) 
6258 // (98,88) 
502C // (80,44) 
7F7D // (127,125) 
560B // (86,11) 
164B // (22,75) 
6E26 // (110,38) 

424B // (66,75) 
3F26 // (63,38) 

5B4B // (91,75) 
0F34 // (15,52) 

4522 // (69,34) 

2A66 // (42,102) 
360A // (54,10) 
2F31 // (47,49) 
1367 // (19,103) 

603C // (96,60) 
4156 // (65,86) 
2B0D // (43,13) 
7E54 // (126,84) 

6C73 // (108,115) 
0508 // (5,8) 
164C // (22,76) 
1B42 // (27,66) 

297C // (41,124) 
622D // (98,45) 
0A3C // (10,60) 
7300 // (115,0) 
7F6A // (127,106) 

7A47 // (122,71) 
3169 // (49,105) 
644D // (100,77) 

6746 // (103,70) 

2D7A // (45,122) 
0D74 // (13,116) 
7E50 // (126,80) 

594B // (89,75) 
601F // (96,31) 
0349 // (3,73) 
3204 // (50,4) 
0B75 // (11,117) 
6637 // (102,55) 

3B16 // (59,22) 
7C39 // (124,57) 
6456 // (100,86) 
0944 // (9,68) 
4622 // (70,34) 
3646 // (54,70) 

437E // (67,126) 
5965 // (89,101) 
0E3A // (14,58) 
6F46 // (111,70) 
4228 // (66,40) 

0F68 // (15,104) 
1F15 // (31,21) 

6812 // (104,18) 
3F63 // (63,99) 

2618 // (38,24) 

4464 // (68,100) 
0057 // (0,87) 
430D // (67,13) 

7A43 // (122,67) 
173E // (23,62) 
674B // (103,75) 

3722 // (55,34) 
513D // (81,61) 
3154 // (49,84) 
530D // (83,13) 

4472 // (68,114) 
2C05 // (44,5) 

1B6C // (27,108) 
7C3F // (124,63) 

3278 // (50,120) 
7268 // (114,104) 
7213 // (114,19) 

0127 // (1,39) 
7D7F // (125,127) 

774B // (119,75) 

3C68 // (60,104) 
632F // (99,47) 
2C1A // (44,26) 
6D2A // (109,42) 
6278 // (98,120) 

3905 // (57,5) 
4951 // (73,81) 
5217 // (82,23) 
2E4B // (46,75) 
7856 // (120,86) 
2039 // (32,57) 
7C15 // (124,21) 
0061 // (0,97) 

237B // (35,123) 
5E13 // (94,19) 
1753 // (23,83) 
5E2F // (94,47) 
0D07 // (13,7) 

3257 // (50,87) 
361F // (54,31) 
416A // (65,106) 

4E55 // (78,85) 
1338 // (19,56) 
6C21 // (108,33) 
5A7A // (90,122) 
1A44 // (26,68) 
5037 // (80,55) 

2455 // (36,85) 
3E6D // (62,109) 
0A47 // (10,71) 
4D23 // (77,35) 

3E54 // (62,84) 
671E // (103,30) 
0936 // (9,54) 

227E // (34,126) 
513F // (81,63) 
4E29 // (78,41) 
7756 // (119,86) 
2602 // (38,2) 

6557 // (101,87) 
0D28 // (13,40) 
0371 // (3,113) 
580D // (88,13) 
394D // (57,77) 
4355 // (67,85) 

3964 // (57,100) 
472F // (71,47) 
1C14 // (28,20) 
2D70 // (45,112) 
4B39 // (75,57) 

357A // (53,122) 

2044 // (32,68) 
703C // (112,60) 
1F72 // (31,114) 
132C // (19,44) 
3F16 // (63,22) 
7555 // (117,85) 
1B5D // (27,93) 

635B // (99,91) 
1042 // (16,66) 

341D // (52,29) 
714C // (113,76) 
3D66 // (61,102) 
2B3B // (43,59) 

2F64 // (47,100) 
7122 // (113,34) 
0E54 // (14,84) 

3C0E // (60,14) 
173B // (23,59) 
5F23 // (95,35) 
472A // (71,42) 
5043 // (80,67) 
0B09 // (11,9) 

2B16 // (43,22) 
5F58 // (95,88) 
274D // (39,77) 
494E // (73,78) 

4E67 // (78,103) 

3A2C // (58,44) 
0246 // (2,70) 
2E4D // (46,77) 
6E3F // (110,63) 
6219 // (98,25) 
7D56 // (125,86) 

595F // (89,95) 
1333 // (19,51) 
4402 // (68,2) 
046D // (4,109) 
7E38 // (126,56) 
327F // (50,127) 

7D0C // (125,12) 
2F15 // (47,21) 

2B48 // (43,72) 
4D74 // (77,116) 

3051 // (48,81) 
186B // (24,107) 

2052 // (32,82) 
5F19 // (95,25) 
1D36 // (29,54) 

4250 // (66,80) 
6830 // (104,48) 
341E // (52,30) 

274A // (39,74) 
7A5D // (122,93) 
180B // (24,11) 
2A06 // (42,6) 
7F19 // (127,25) 

3463 // (52,99) 
7169 // (113,105) 

1C47 // (28,71) 
3311 // (51,17) 

242F // (36,47) 
7C3F // (124,63) 
5319 // (83,25) 
195A // (25,90) 
1E03 // (30,3) 

2D40 // (45,64) 
2330 // (35,48) 
6C37 // (108,55) 
3144 // (49,68) 
4A45 // (74,69) 

791D // (121,29) 
5A52 // (90,82) 
146E // (20,110) 
234D // (35,77) 

3E67 // (62,103) 
3422 // (52,34) 

1633 // (22,51) 
5A2E // (90,46) 
0A59 // (10,89) 
3F52 // (63,82) 
4417 // (68,23) 
0360 // (3,96) 

2E2A // (46,42) 
2C38 // (44,56) 
6156 // (97,86) 
0231 // (2,49) 
327F // (50,127) 

5C01 // (92,1) 
5455 // (84,85) 
2E00 // (46,0) 
3E7C // (62,124) 
0065 // (0,101) 

4577 // (69,119) 

0D0B // (13,11) 
1658 // (22,88) 
380D // (56,13) 
5F3E // (95,62) 
195F // (25,95) 
337F // (51,127) 
7D33 // (125,51) 

4358 // (67,88) 

365A // (54,90) 
2A30 // (42,48) 
6B54 // (107,84) 
7F18 // (127,24) 
3173 // (49,115) 

2D0E // (45,14) 
0C6B // (12,107) 
625A // (98,90) 
6312 // (99,18) 
7F51 // (127,81) 
0130 // (1,48) 

166C // (22,108) 
5538 // (85,56) 
557E // (85,126) 
2A40 // (42,64) 
6331 // (99,49) 
1501 // (21,1) 

7751 // (119,81) 
6757 // (103,87) 

2742 // (39,66) 
4967 // (73,103) 
3626 // (54,38) 
7E21 // (126,33) 
4104 // (65,4) 
2F32 // (47,50) 

344B // (52,75) 
5405 // (84,5) 
2E4F // (46,79) 
5038 // (80,56) 
017C // (1,124) 
7756 // (119,86) 

6F64 // (111,100) 
672A // (103,42) 

443E // (68,62) 
2B20 // (43,32) 
2851 // (40,81) 
5836 // (88,54) 
127D // (18,125) 
2935 // (41,53) 

1E38 // (30,56) 
7E19 // (126,25) 
3815 // (56,21) 

7734 // (119,52) 
3737 // (55,55) 
3A4E // (58,78) 
1C7A // (28,122) 
0560 // (5,96) 

1636 // (22,54) 
3353 // (51,83) 
7642 // (118,66) 
542D // (84,45) 

6B37 // (107,55) 

2014 // (32,20) 
0B47 // (11,71) 

3050 // (48,80) 
5329 // (83,41) 
4C78 // (76,120) 
052F // (5,47) 
5531 // (85,49) 

2700 // (39,0) 
2D51 // (45,81) 
2531 // (37,49) 
4656 // (70,86) 
1C54 // (28,84) 
4941 // (73,65) 
2B56 // (43,86) 

0F69 // (15,105) 
0A1E // (10,30) 

522A // (82,42) 
7D4F // (125,79) 
7E1D // (126,29) 
1D35 // (29,53) 
2105 // (33,5) 

3E2F // (62,47) 
2D2E // (45,46) 
1C46 // (28,70) 
4704 // (71,4) 

0742 // (7,66) 
344A // (52,74) 
2723 // (39,35) 
2F3D // (47,61) 
6A30 // (106,48) 
6A3D // (106,61) 

4662 // (70,98) 
180D // (24,13) 
2A69 // (42,105) 
5B1F // (91,31) 
446A // (68,106) 

6305 // (99,5) 
5137 // (81,55) 
1B08 // (27,8) 

1E44 // (30,68) 

7957 // (121,87) 
695A // (105,90) 
2977 // (41,119) 
342B // (52,43) 
5400 // (84,0) 

0837 // (8,55) 
4A58 // (74,88) 
2420 // (36,32) 
3C00 // (60,0) 

4669 // (70,105) 
644F // (100,79) 
7E70 // (126,112) 
3410 // (52,16) 
7537 // (117,55) 
3109 // (49,9) 

2D38 // (45,56) 
031A // (3,26) 
5D1A // (93,26) 

0471 // (4,113) 
5245 // (82,69) 
4300 // (67,0) 
3A49 // (58,73) 
2B45 // (43,69) 

496B // (73,107) 

3D74 // (61,116) 
0009 // (0,9) 
3F31 // (63,49) 
664E // (102,78) 
265E // (38,94) 
7F42 // (127,66) 
5C66 // (92,102) 

0853 // (8,83) 
3949 // (57,73) 
057E // (5,126) 
7A33 // (122,51) 

5473 // (84,115) 
3B29 // (59,41) 
202B // (32,43) 

5336 // (83,54) 

3552 // (53,82) 
7754 // (119,84) 
4514 // (69,20) 

0539 // (5,57) 
470D // (71,13) 
6875 // (104,117) 
5A38 // (90,56) 
7D31 // (125,49) 
5A7A // (90,122) 
2B7E // (43,126) 

6875 // (104,117) 
0D25 // (13,37) 
4010 // (64,16) 

6678 // (102,120) 
4410 // (68,16) 
3732 // (55,50) 
2C59 // (44,89) 
3737 // (55,55) 
7231 // (114,49) 

2916 // (41,22) 
6633 // (102,51) 
7221 // (114,33) 
1B79 // (27,121) 
304E // (48,78) 

0310 // (3,16) 
293C // (41,60) 
7E58 // (126,88) 
1C6F // (28,111) 
5B7D // (91,125) 
6900 // (105,0) 
1345 // (19,69) 
346A // (52,106) 

0D4C // (13,76) 
4C43 // (76,67) 
141D // (20,29) 

660B // (102,11) 
2651 // (38,81) 
4C37 // (76,55) 
032C // (3,44) 
4635 // (70,53) 
1947 // (25,71) 
7E57 // (126,87) 
165D // (22,93) 

433A // (67,58) 
3937 // (57,55) 

3F2A // (63,42) 
240C // (36,12) 
184E // (24,78) 
713F // (113,63) 
7E3B // (126,59) 
0D1E // (13,30) 

3478 // (52,120) 
6041 // (96,65) 

6924 // (105,36) 
3452 // (52,82) 
1C3D // (28,61) 
6754 // (103,84) 
190F // (25,15) 

681B // (104,27) 
2C2A // (44,42) 
4A6C // (74,108) 
7C31 // (124,49) 
3724 // (55,36) 

1535 // (21,53) 
655E // (101,94) 
7C19 // (124,25) 
2E1B // (46,27) 
3628 // (54,40) 

6013 // (96,19) 

3535 // (53,53) 

4654 // (70,84) 
166A // (22,106) 
785C // (120,92) 

2645 // (38,69) 
2173 // (33,115) 
0D32 // (13,50) 

0F1F // (15,31) 

4322 // (67,34) 
515B // (81,91) 
4359 // (67,89) 
0040 // (0,64) 

4250 // (66,80) 
4F19 // (79,25) 
787B // (120,123) 
1842 // (24,66) 
1E1B // (30,27) 

4820 // (72,32) 
3F7B // (63,123) 
5F3C // (95,60) 
0A56 // (10,86) 
511B // (81,27) 
3809 // (56,9) 
0618 // (6,24) 
