5860 // (88,96) 

592C // (89,44) 
3744 // (55,68) 

3D36 // (61,54) 
4453 // (68,83) 
2B15 // (43,21) 
3049 // (48,73) 
2053 // (32,83) 
5575 // (85,117) 
6415 // (100,21) 
661F // (102,31) 

031A // (3,26) 
2763 // (39,99) 
3216 // (50,22) 

3B3F // (59,63) 
514D // (81,77) 
2C4B // (44,75) 
5272 // (82,114) 
7217 // (114,23) 
2308 // (35,8) 
0322 // (3,34) 

3803 // (56,3) 
1925 // (25,37) 

564A // (86,74) 
2C3C // (44,60) 
7D68 // (125,104) 
1800 // (24,0) 

2D27 // (45,39) 

4F47 // (79,71) 
1F18 // (31,24) 
3362 // (51,98) 
2629 // (38,41) 

5E5E // (94,94) 
2767 // (39,103) 

0C40 // (12,64) 
3314 // (51,20) 
680D // (104,13) 
717E // (113,126) 
5C4F // (92,79) 
692B // (105,43) 

6F5A // (111,90) 
3537 // (53,55) 
1514 // (21,20) 

6339 // (99,57) 

4E10 // (78,16) 
1356 // (19,86) 
3F5A // (63,90) 
463F // (70,63) 
4346 // (67,70) 
0E42 // (14,66) 
4526 // (69,38) 

7B51 // (123,81) 
0F4A // (15,74) 
6123 // (97,35) 
5B7D // (91,125) 

464B // (70,75) 
2D4D // (45,77) 
411B // (65,27) 
1778 // (23,120) 

1838 // (24,56) 
6266 // (98,102) 

1216 // (18,22) 
4E55 // (78,85) 

3863 // (56,99) 
5A6B // (90,107) 
614D // (97,77) 

424A // (66,74) 
6C07 // (108,7) 
1400 // (20,0) 
704F // (112,79) 
7432 // (116,50) 
4123 // (65,35) 

694B // (105,75) 
125A // (18,90) 
6820 // (104,32) 
1B07 // (27,7) 
0506 // (5,6) 
3408 // (52,8) 

6B7C // (107,124) 
0767 // (7,103) 
2026 // (32,38) 
1456 // (20,86) 
602C // (96,44) 
4435 // (68,53) 
3F05 // (63,5) 

603B // (96,59) 
381F // (56,31) 
606A // (96,106) 
0C1F // (12,31) 
6122 // (97,34) 
3735 // (55,53) 
3567 // (53,103) 
0C37 // (12,55) 

3327 // (51,39) 
5D54 // (93,84) 
6033 // (96,51) 
4A6B // (74,107) 

464A // (70,74) 

4C26 // (76,38) 
5056 // (80,86) 
2326 // (35,38) 
3000 // (48,0) 
7D0E // (125,14) 
6724 // (103,36) 

547E // (84,126) 
644B // (100,75) 
4A29 // (74,41) 
0C68 // (12,104) 
4001 // (64,1) 
273C // (39,60) 
4E54 // (78,84) 

2405 // (36,5) 
414C // (65,76) 

6068 // (96,104) 
5F12 // (95,18) 

5410 // (84,16) 
3166 // (49,102) 
4D17 // (77,23) 

1A1C // (26,28) 
0051 // (0,81) 
5740 // (87,64) 
1328 // (19,40) 

2368 // (35,104) 
6235 // (98,53) 
704B // (112,75) 
7050 // (112,80) 
4950 // (73,80) 
220C // (34,12) 
1D29 // (29,41) 

162B // (22,43) 

1127 // (17,39) 
2A6A // (42,106) 

3161 // (49,97) 
2117 // (33,23) 
205D // (32,93) 
3352 // (51,82) 
6239 // (98,57) 
1F11 // (31,17) 

6657 // (102,87) 
3E0D // (62,13) 
257B // (37,123) 
2F4E // (47,78) 
620F // (98,15) 

3978 // (57,120) 
1F3C // (31,60) 
4347 // (67,71) 
6458 // (100,88) 

536B // (83,107) 

0D57 // (13,87) 
333D // (51,61) 
2B4A // (43,74) 

0032 // (0,50) 
4B13 // (75,19) 
506C // (80,108) 
7B32 // (123,50) 

2863 // (40,99) 
607B // (96,123) 
625F // (98,95) 
7202 // (114,2) 
2931 // (41,49) 
202D // (32,45) 
5928 // (89,40) 

6238 // (98,56) 

1D6F // (29,111) 
4711 // (71,17) 
502F // (80,47) 
202C // (32,44) 

5169 // (81,105) 
3165 // (49,101) 
3147 // (49,71) 
7554 // (117,84) 
0228 // (2,40) 

4E32 // (78,50) 
6B14 // (107,20) 

6224 // (98,36) 
1F58 // (31,88) 
6B03 // (107,3) 
317B // (49,123) 
677B // (103,123) 
2624 // (38,36) 
6A4F // (106,79) 

3F3D // (63,61) 
5F75 // (95,117) 
4609 // (70,9) 
6241 // (98,65) 
1430 // (20,48) 

5F65 // (95,101) 

6C57 // (108,87) 
5B2B // (91,43) 
477D // (71,125) 
5720 // (87,32) 
2E3D // (46,61) 
1B6A // (27,106) 

431B // (67,27) 
686A // (104,106) 
3E47 // (62,71) 
162B // (22,43) 
135D // (19,93) 
571F // (87,31) 

3139 // (49,57) 
124E // (18,78) 
4660 // (70,96) 
1721 // (23,33) 
645E // (100,94) 
4E34 // (78,52) 
1A29 // (26,41) 

6176 // (97,118) 
3C3B // (60,59) 
7C21 // (124,33) 
0F56 // (15,86) 

6544 // (101,68) 
7021 // (112,33) 
3C68 // (60,104) 
212E // (33,46) 

214E // (33,78) 
0463 // (4,99) 

0379 // (3,121) 
534A // (83,74) 
2D00 // (45,0) 
4053 // (64,83) 
4C39 // (76,57) 
2E51 // (46,81) 
2539 // (37,57) 
6B20 // (107,32) 

1569 // (21,105) 

2145 // (33,69) 
5744 // (87,68) 
364E // (54,78) 
4069 // (64,105) 
7A4A // (122,74) 
381F // (56,31) 

0826 // (8,38) 
254F // (37,79) 
2A1B // (42,27) 
3424 // (52,36) 
5E1A // (94,26) 
4872 // (72,114) 
6A3C // (106,60) 

3559 // (53,89) 
6A7B // (106,123) 
2562 // (37,98) 
6E3C // (110,60) 

0A3D // (10,61) 
4B4E // (75,78) 
5325 // (83,37) 
2B69 // (43,105) 
6975 // (105,117) 
2226 // (34,38) 
611B // (97,27) 
0852 // (8,82) 

673D // (103,61) 
3B10 // (59,16) 
4025 // (64,37) 
453B // (69,59) 
1A59 // (26,89) 
172C // (23,44) 
3F61 // (63,97) 

5B51 // (91,81) 

7F20 // (127,32) 
1761 // (23,97) 

4E59 // (78,89) 
5F2C // (95,44) 
141F // (20,31) 
1B78 // (27,120) 
2060 // (32,96) 
1408 // (20,8) 

6613 // (102,19) 
694A // (105,74) 

585D // (88,93) 
2E5D // (46,93) 
6034 // (96,52) 

346A // (52,106) 
6856 // (104,86) 
4C18 // (76,24) 
161D // (22,29) 
424B // (66,75) 

3978 // (57,120) 
082F // (8,47) 
7743 // (119,67) 
5B30 // (91,48) 
1D04 // (29,4) 

3F34 // (63,52) 
031E // (3,30) 
0562 // (5,98) 
6803 // (104,3) 
682D // (104,45) 
6D48 // (109,72) 

7F51 // (127,81) 

431C // (67,28) 

1F14 // (31,20) 
4919 // (73,25) 

684E // (104,78) 
6C30 // (108,48) 
0408 // (4,8) 
2F2F // (47,47) 
0559 // (5,89) 

5E29 // (94,41) 
645B // (100,91) 
1438 // (20,56) 
4C5F // (76,95) 
0108 // (1,8) 
2560 // (37,96) 
0E3E // (14,62) 
7262 // (114,98) 

6E34 // (110,52) 
3878 // (56,120) 
4639 // (70,57) 
0556 // (5,86) 
5766 // (87,102) 
7314 // (115,20) 
0B76 // (11,118) 

4326 // (67,38) 
290F // (41,15) 

225A // (34,90) 
6742 // (103,66) 
2B1A // (43,26) 
1967 // (25,103) 
7371 // (115,113) 
3C5F // (60,95) 

1E3F // (30,63) 
2F4B // (47,75) 

3527 // (53,39) 

1752 // (23,82) 
4801 // (72,1) 

5E08 // (94,8) 
4D59 // (77,89) 
464B // (70,75) 
2829 // (40,41) 

412C // (65,44) 
5742 // (87,66) 
3027 // (48,39) 
5448 // (84,72) 

165C // (22,92) 
382C // (56,44) 
794A // (121,74) 
6575 // (101,117) 
4A10 // (74,16) 
4A5F // (74,95) 
434B // (67,75) 
4B35 // (75,53) 

5302 // (83,2) 
022F // (2,47) 

4D18 // (77,24) 
3D4F // (61,79) 
1914 // (25,20) 
675E // (103,94) 

2049 // (32,73) 
1161 // (17,97) 
6314 // (99,20) 
7270 // (114,112) 
0315 // (3,21) 
4316 // (67,22) 
6C4A // (108,74) 
3D34 // (61,52) 

6812 // (104,18) 
4F14 // (79,20) 
1503 // (21,3) 
576A // (87,106) 
3731 // (55,49) 
313D // (49,61) 
6747 // (103,71) 
2F02 // (47,2) 

1549 // (21,73) 
5016 // (80,22) 
765F // (118,95) 
2469 // (36,105) 
4B66 // (75,102) 
3008 // (48,8) 

2F58 // (47,88) 

450D // (69,13) 
2B76 // (43,118) 
1C44 // (28,68) 

5263 // (82,99) 
2449 // (36,73) 

7570 // (117,112) 
3352 // (51,82) 
1947 // (25,71) 
2F19 // (47,25) 
7B26 // (123,38) 
1623 // (22,35) 
4D3C // (77,60) 
2901 // (41,1) 

1803 // (24,3) 
4E1B // (78,27) 
4F4B // (79,75) 
5F1A // (95,26) 
2858 // (40,88) 
5357 // (83,87) 

3452 // (52,82) 
2722 // (39,34) 
5617 // (86,23) 
771B // (119,27) 
516D // (81,109) 
2C2C // (44,44) 
146E // (20,110) 

035A // (3,90) 

0321 // (3,33) 
5A32 // (90,50) 

6469 // (100,105) 
3872 // (56,114) 
2753 // (39,83) 
3665 // (54,101) 
5735 // (87,53) 
2021 // (32,33) 
744F // (116,79) 

4A25 // (74,37) 
661C // (102,28) 
2550 // (37,80) 
5932 // (89,50) 
655F // (101,95) 
2464 // (36,100) 
0E5B // (14,91) 

571A // (87,26) 
4F7D // (79,125) 
462F // (70,47) 
0461 // (4,97) 
4261 // (66,97) 
301B // (48,27) 
7641 // (118,65) 

121E // (18,30) 
172E // (23,46) 
6B14 // (107,20) 
6B24 // (107,36) 
277C // (39,124) 
646F // (100,111) 
4659 // (70,89) 

1D1C // (29,28) 
4035 // (64,53) 
491C // (73,28) 
297A // (41,122) 
6472 // (100,114) 

3279 // (50,121) 
617F // (97,127) 
3F18 // (63,24) 
524C // (82,76) 
202E // (32,46) 
2A1A // (42,26) 

3028 // (48,40) 
4A30 // (74,48) 
6B7A // (107,122) 
6D1F // (109,31) 
3566 // (53,102) 
5358 // (83,88) 

136F // (19,111) 
5012 // (80,18) 
7241 // (114,65) 

2D4C // (45,76) 

2513 // (37,19) 
724D // (114,77) 
7A66 // (122,102) 

126F // (18,111) 
2E6D // (46,109) 
613E // (97,62) 
3D40 // (61,64) 
5968 // (89,104) 

6415 // (100,21) 
233E // (35,62) 

7A49 // (122,73) 
455C // (69,92) 
627E // (98,126) 
3469 // (52,105) 
203E // (32,62) 

7B24 // (123,36) 
5620 // (86,32) 
2F79 // (47,121) 
0C35 // (12,53) 
764F // (118,79) 
797A // (121,122) 
4D61 // (77,97) 

552C // (85,44) 
4E0A // (78,10) 
175A // (23,90) 
6E3F // (110,63) 

1E04 // (30,4) 
5C65 // (92,101) 
5525 // (85,37) 
4538 // (69,56) 
0656 // (6,86) 
3765 // (55,101) 

316A // (49,106) 
5251 // (82,81) 
634F // (99,79) 
2C19 // (44,25) 
2F3C // (47,60) 
2F7F // (47,127) 
5006 // (80,6) 

5C58 // (92,88) 
1B3E // (27,62) 
2172 // (33,114) 
5F79 // (95,121) 
5518 // (85,24) 

6F27 // (111,39) 

6B25 // (107,37) 
7B4F // (123,79) 
4E02 // (78,2) 

4B48 // (75,72) 
0A77 // (10,119) 
7B68 // (123,104) 
3532 // (53,50) 
311E // (49,30) 
7A5D // (122,93) 
1555 // (21,85) 

6C4C // (108,76) 
2D38 // (45,56) 
315F // (49,95) 
5426 // (84,38) 

7B47 // (123,71) 
0A6C // (10,108) 

523D // (82,61) 
7320 // (115,32) 
0B00 // (11,0) 
243E // (36,62) 

4133 // (65,51) 
6139 // (97,57) 
317C // (49,124) 
0D1B // (13,27) 
3547 // (53,71) 
7016 // (112,22) 
7252 // (114,82) 

5D58 // (93,88) 
4732 // (71,50) 

3143 // (49,67) 
2305 // (35,5) 
3840 // (56,64) 
6C6C // (108,108) 

1229 // (18,41) 
3D50 // (61,80) 
2664 // (38,100) 
1221 // (18,33) 

5E34 // (94,52) 
1559 // (21,89) 

364D // (54,77) 
652F // (101,47) 
7405 // (116,5) 
633C // (99,60) 
2E32 // (46,50) 
2B22 // (43,34) 
3106 // (49,6) 
4769 // (71,105) 

7751 // (119,81) 
2467 // (36,103) 
0B20 // (11,32) 
3B15 // (59,21) 
5A27 // (90,39) 
241E // (36,30) 
3E47 // (62,71) 

095F // (9,95) 
4E21 // (78,33) 

666E // (102,110) 
2C4B // (44,75) 
0B03 // (11,3) 
166A // (22,106) 

0A5B // (10,91) 
0E79 // (14,121) 
232D // (35,45) 

7131 // (113,49) 
2F30 // (47,48) 
3F1E // (63,30) 
5071 // (80,113) 
395F // (57,95) 
3266 // (50,102) 
6018 // (96,24) 
0520 // (5,32) 

4324 // (67,36) 
0026 // (0,38) 
2252 // (34,82) 
0A21 // (10,33) 

0C5E // (12,94) 
0E28 // (14,40) 
5962 // (89,98) 
302C // (48,44) 

3937 // (57,55) 
0925 // (9,37) 
062A // (6,42) 
3440 // (52,64) 

6F20 // (111,32) 
1E19 // (30,25) 

0A7E // (10,126) 
561F // (86,31) 
4602 // (70,2) 
2E54 // (46,84) 
3027 // (48,39) 
0220 // (2,32) 
0B4C // (11,76) 
426C // (66,108) 

5823 // (88,35) 
583F // (88,63) 
3321 // (51,33) 
436A // (67,106) 
4F1C // (79,28) 
204B // (32,75) 

6371 // (99,113) 
3210 // (50,16) 
312E // (49,46) 
7306 // (115,6) 

5864 // (88,100) 
0241 // (2,65) 
4E46 // (78,70) 
5012 // (80,18) 
6777 // (103,119) 

0B50 // (11,80) 
4652 // (70,82) 
5F40 // (95,64) 
1B36 // (27,54) 
6A1E // (106,30) 

2324 // (35,36) 
7F4B // (127,75) 
2573 // (37,115) 
2C66 // (44,102) 
4D34 // (77,52) 
4C62 // (76,98) 

4D7A // (77,122) 

4C41 // (76,65) 
545C // (84,92) 

7869 // (120,105) 
4C36 // (76,54) 
094D // (9,77) 
3643 // (54,67) 
336A // (51,106) 
282B // (40,43) 
683B // (104,59) 

2306 // (35,6) 
5B3B // (91,59) 
1D34 // (29,52) 

263D // (38,61) 
6960 // (105,96) 
6419 // (100,25) 
0B21 // (11,33) 
3918 // (57,24) 
361D // (54,29) 
2C5B // (44,91) 
653F // (101,63) 

2507 // (37,7) 
491F // (73,31) 

3D5E // (61,94) 
7256 // (114,86) 
4A2B // (74,43) 
2713 // (39,19) 
1975 // (25,117) 
4C3C // (76,60) 
4255 // (66,85) 
1045 // (16,69) 

3E70 // (62,112) 
466F // (70,111) 
145E // (20,94) 

066B // (6,107) 
5E25 // (94,37) 
3A29 // (58,41) 
0E21 // (14,33) 
3817 // (56,23) 
1C59 // (28,89) 
3D64 // (61,100) 
040B // (4,11) 

716B // (113,107) 
3E64 // (62,100) 
3437 // (52,55) 
0A51 // (10,81) 
6650 // (102,80) 
4432 // (68,50) 
5D1B // (93,27) 

314F // (49,79) 
6A16 // (106,22) 
415D // (65,93) 
155F // (21,95) 
7414 // (116,20) 
043E // (4,62) 
5323 // (83,35) 
404F // (64,79) 

721D // (114,29) 
6240 // (98,64) 
1B11 // (27,17) 
0651 // (6,81) 
2B3C // (43,60) 
5776 // (87,118) 

107D // (16,125) 
294D // (41,77) 
2006 // (32,6) 
081D // (8,29) 
0248 // (2,72) 
2A45 // (42,69) 

4F1F // (79,31) 
2D4C // (45,76) 
424E // (66,78) 
552E // (85,46) 
1A77 // (26,119) 
0045 // (0,69) 
3568 // (53,104) 

337A // (51,122) 
1509 // (21,9) 
5E45 // (94,69) 

3626 // (54,38) 

6202 // (98,2) 
1C34 // (28,52) 
3C5B // (60,91) 

2027 // (32,39) 
5E25 // (94,37) 
2748 // (39,72) 

625F // (98,95) 
2927 // (41,39) 
1222 // (18,34) 
4356 // (67,86) 
470D // (71,13) 

2D77 // (45,119) 
124D // (18,77) 
5131 // (81,49) 

2447 // (36,71) 
3271 // (50,113) 
693A // (105,58) 
4B15 // (75,21) 
662C // (102,44) 
1D47 // (29,71) 

1A7C // (26,124) 
0A4D // (10,77) 

5717 // (87,23) 

7E21 // (126,33) 
5473 // (84,115) 
5C10 // (92,16) 

1B32 // (27,50) 
6969 // (105,105) 
0871 // (8,113) 
4233 // (66,51) 
6352 // (99,82) 

6003 // (96,3) 
543C // (84,60) 
3F23 // (63,35) 
3848 // (56,72) 
2E3A // (46,58) 
6568 // (101,104) 

1B21 // (27,33) 
7D24 // (125,36) 
4412 // (68,18) 
1F5D // (31,93) 
2941 // (41,65) 
1824 // (24,36) 
6544 // (101,68) 

620D // (98,13) 
2425 // (36,37) 

557F // (85,127) 
4909 // (73,9) 
4027 // (64,39) 

2B71 // (43,113) 
1436 // (20,54) 

7200 // (114,0) 
293A // (41,58) 
631A // (99,26) 
335D // (51,93) 
076B // (7,107) 
517A // (81,122) 

2765 // (39,101) 
2329 // (35,41) 
6A13 // (106,19) 

7935 // (121,53) 
3432 // (52,50) 
1551 // (21,81) 
7164 // (113,100) 
190E // (25,14) 
4A46 // (74,70) 
6145 // (97,69) 
345B // (52,91) 

